Country,Year,Disease Name,Disease Category,PrevalenceRate,IncidenceRate,MortalityRate,AgeMin,AgeMax,Gender,Population Affected,HealthcareAccess,Doctors per 1000,Hospital Beds per 1000,Treatment Type,AvgTreatmentCost USD,VaccineAvailable,RecoveryRate,DALYs,Improvement5Yr,PerCapitaIncomeUSD,UrbanizationRate,Disease Category.1,RecoveryRateFlag,CostCategory,IsHighRisk,TestErrorCheck,TestErrorCheck.1
Indonesia,2013,Cholera,Neurological,8.56,8.17,4,61,60,Female,718269,80.55,4.49,6.59,Medication,19963,No,94.26,543,1.92,95041,80.8,Bacterial,OK,Medium,Low Risk,0,
Usa,2016,Hepatitis,Neurological,14.8,14.03,7.85,0,18,Female,157140,76.7,4.81,8.98,Surgery,22683,No,72.08,4072,3.32,81434,79.71,Viral,OK,Medium,High Risk,0,
France,2023,Cholera,Cardiovascular,7.06,5.36,0.85,61,60,Male,373931,60.81,2.11,1.83,Surgery,7928,No,66.94,3443,7.92,68110,26.63,Bacterial,OK,Low,Low Risk,0,
Russia,2013,Hiv/Aids,Autoimmune,4.33,7.71,7.05,61,60,Other,311127,96.16,1.58,9.7,Medication,9837,Yes,69.41,4144,3.07,48487,73.17,Viral,OK,Low,High Risk,0,
Uk,2013,Diabetes,Respiratory,19.69,5.1,3.18,61,60,Other,256650,60.23,1.28,6.4,Therapy,45491,Yes,70.02,4475,3.32,68721,41.16,Metabolic,OK,High,Low Risk,0,
South Korea,2012,Rabies,Bacterial,12.7,13.73,9.57,36,60,Other,334517,61.35,4.8,3.07,Surgery,16126,Yes,56.76,2234,2.02,7505,59.21,Viral,OK,Medium,High Risk,0,
Indonesia,2017,Cancer,Chronic,4.31,1.93,1.47,36,60,Male,556746,78.95,2.93,6.58,Surgery,20591,Yes,61.49,1234,7.57,42413,31.63,Chronic,OK,Medium,Low Risk,0,
Japan,2024,Polio,Infectious,14.77,14.43,1.35,0,18,Male,667317,67.93,4.29,9.34,Therapy,31432,Yes,94.11,4339,5.55,49003,28.98,Viral,OK,High,Low Risk,0,
Japan,2000,Zika,Bacterial,11.53,11.47,7.69,0,18,Other,290756,91.98,3.44,5.03,Vaccination,40724,Yes,95.75,164,4.92,21179,85.16,Viral,OK,High,High Risk,0,
Uk,2009,Zika,Cardiovascular,15.45,7.26,1.41,36,60,Male,854602,89.66,4.78,6.94,Therapy,37653,Yes,64.21,2312,9.73,47283,39.32,Viral,OK,High,Low Risk,0,
Nigeria,2018,Cancer,Metabolic,11.44,0.81,5.38,36,60,Other,643643,63.21,4.69,5.52,Medication,344,Yes,69.6,1938,7.06,44710,74.24,Chronic,OK,Low,High Risk,0,
South Korea,2013,Rabies,Genetic,19.06,2.51,2.43,61,60,Male,58475,67.98,1.98,2.87,Therapy,40700,No,69.17,1730,2.15,20170,36.84,Viral,OK,High,Low Risk,0,
Turkey,2002,Zika,Chronic,3.32,14.79,2.91,36,60,Other,564523,61.28,0.51,7.01,Therapy,39307,No,61.33,1351,6.07,26313,45.06,Viral,OK,High,Low Risk,0,
Russia,2022,Parkinson'S Disease,Cardiovascular,16.73,4.66,6.08,19,35,Other,156478,68.75,4.16,1.87,Therapy,27767,No,59.14,290,3.48,2843,76.3,Neurological,OK,High,High Risk,0,
Germany,2018,Hypertension,Autoimmune,9.07,6.52,8.42,0,18,Other,121250,74.93,4.32,1.96,Medication,31664,Yes,97.19,2865,4.44,61070,49.86,Cardiovascular,OK,High,High Risk,0,
Australia,2005,Hepatitis,Chronic,19.98,9.56,2.22,36,60,Male,53022,52.1,0.83,2.6,Medication,3935,No,97.96,3024,8.72,58715,83.66,Viral,OK,Low,Low Risk,0,
India,2005,Cancer,Infectious,18.86,2.25,4.38,36,60,Female,823359,58.02,3.18,5.53,Surgery,15174,No,59.73,4503,0.78,36443,29.2,Chronic,OK,Medium,Low Risk,0,
South Africa,2003,Covid-19,Neurological,16.01,4.38,2.86,61,60,Other,35305,71.48,3.88,5.96,Vaccination,23426,Yes,62.2,65,2.83,44887,48.27,Viral,OK,Medium,Low Risk,0,
India,2020,Parkinson'S Disease,Infectious,2.86,4.53,4.42,36,60,Other,357831,96.55,4.9,2.22,Therapy,41500,Yes,71.21,1536,3.21,86245,27.65,Neurological,OK,High,Low Risk,0,
Argentina,2007,Hypertension,Metabolic,8.73,0.64,5.62,36,60,Male,108458,78.73,4.34,9.02,Therapy,12545,Yes,73.98,3511,1.25,30850,85.38,Cardiovascular,OK,Medium,High Risk,0,
Canada,2010,Polio,Neurological,2.27,2.67,0.75,61,60,Other,876688,81.61,3.5,9.39,Surgery,34589,No,59.12,1058,5.66,43052,40.88,Viral,OK,High,Low Risk,0,
Italy,2011,Alzheimer'S Disease,Neurological,14.07,10.43,4.45,36,60,Male,980736,90.03,1.45,9.67,Medication,23566,Yes,90.08,820,6.09,31909,30.04,Neurological,OK,Medium,Low Risk,0,
France,2022,Hiv/Aids,Neurological,19.04,12.41,1.38,19,35,Male,74729,75.66,4.99,8.6,Vaccination,16887,No,60.5,3376,8.24,6042,59.84,Viral,OK,Medium,Low Risk,0,
China,2019,Diabetes,Viral,14.36,1.76,3.81,36,60,Other,19598,75.71,1.33,2.98,Surgery,15956,Yes,58.24,2751,1.77,1872,64.71,Metabolic,OK,Medium,Low Risk,0,
India,2011,Asthma,Respiratory,10.99,10.6,6.78,19,35,Female,48182,72.84,3.92,8.43,Surgery,30635,Yes,53.72,3568,7.51,58653,42.11,Respiratory,OK,High,High Risk,0,
Canada,2010,Influenza,Viral,14.37,6.51,5.18,0,18,Male,526371,65.06,4.21,1.25,Medication,49870,Yes,96.6,2311,2.53,60321,58.67,Viral,OK,High,High Risk,0,
Australia,2012,Hepatitis,Neurological,14.65,5.93,5.18,61,60,Other,827146,66.51,0.89,6.17,Vaccination,16122,Yes,97.76,900,2.84,44788,53.93,Viral,OK,Medium,High Risk,0,
South Korea,2020,Dengue,Metabolic,15.58,5.79,9.78,0,18,Other,950060,66.37,1.71,8.31,Vaccination,21040,No,51.81,546,0.25,20689,20.89,Viral,OK,Medium,High Risk,0,
Nigeria,2015,Rabies,Metabolic,8.56,14.86,2.84,61,60,Female,876200,84.62,3.81,3.13,Therapy,32221,Yes,80.27,808,0.39,1622,32.17,Viral,OK,High,Low Risk,0,
South Korea,2017,Asthma,Parasitic,5.92,8,2.12,0,18,Male,158376,91.93,4.17,4.79,Surgery,7272,Yes,97.14,3714,7.14,19983,35.08,Respiratory,OK,Low,Low Risk,0,
Brazil,2015,Alzheimer'S Disease,Metabolic,5.27,5.56,8.19,36,60,Male,492249,88.97,0.97,7.18,Therapy,7665,Yes,70.78,865,8.12,79355,46.18,Neurological,OK,Low,High Risk,0,
Brazil,2022,Asthma,Genetic,17.84,4.88,7.57,0,18,Male,256524,55.41,2.39,5.44,Therapy,21065,Yes,60.58,4767,5.97,38393,20.95,Respiratory,OK,Medium,High Risk,0,
Germany,2019,Malaria,Cardiovascular,19.35,12.71,7.71,61,60,Other,815795,93.86,2.18,4.15,Therapy,34887,Yes,56.22,4389,1.03,69665,40.33,Parasitic,OK,High,High Risk,0,
India,2010,Hepatitis,Parasitic,1.83,4.04,3.52,0,18,Male,652936,69.86,1.64,2.03,Surgery,34514,No,93.6,1235,9.56,18693,28.17,Viral,OK,High,Low Risk,0,
Brazil,2005,Ebola,Cardiovascular,8.23,13.13,3.98,36,60,Female,48822,52.93,4.86,6.92,Therapy,43700,Yes,94.45,648,5,46122,40.94,Viral,OK,High,Low Risk,0,
Indonesia,2020,Measles,Neurological,14.62,10.04,0.63,36,60,Male,974554,80.28,1.99,4.78,Surgery,17661,No,64.09,1463,4.99,52061,70.91,Viral,OK,Medium,Low Risk,0,
France,2007,Alzheimer'S Disease,Metabolic,9.94,13.22,0.68,61,60,Female,224970,96.15,1.4,5.24,Therapy,48343,No,98.29,3030,5.52,26007,47.23,Neurological,OK,High,Low Risk,0,
Indonesia,2008,Polio,Cardiovascular,0.79,0.42,2.47,19,35,Other,268030,74.55,4.55,6.27,Therapy,4422,Yes,80.07,2407,8.05,38491,77.9,Viral,OK,Low,Low Risk,0,
Uk,2016,Polio,Viral,0.69,2.74,6.19,0,18,Male,836072,57.61,4.99,7.99,Therapy,2167,Yes,57.51,3044,3.87,17827,75.95,Viral,OK,Low,High Risk,0,
India,2013,Covid-19,Chronic,17.97,4.55,8.41,0,18,Male,309708,89.58,4.38,6.86,Therapy,49931,No,77.69,4765,7.73,51416,74.13,Viral,OK,High,High Risk,0,
Indonesia,2006,Hepatitis,Metabolic,6.2,2.4,6.86,19,35,Female,668292,54.44,3.53,4.79,Vaccination,43496,Yes,93.83,1564,6.67,59928,62.02,Viral,OK,High,High Risk,0,
Uk,2005,Hepatitis,Chronic,2.04,8.94,8.62,36,60,Male,367230,84.95,3.06,7.52,Vaccination,49231,No,54.2,4505,6.81,55969,88.15,Viral,OK,High,High Risk,0,
South Africa,2015,Parkinson'S Disease,Chronic,7.55,13.75,0.54,0,18,Female,331895,65.74,0.73,3.1,Therapy,38554,No,91.37,79,3.87,18025,40.48,Neurological,OK,High,Low Risk,0,
China,2002,Measles,Metabolic,6.8,10.97,3.38,36,60,Female,371387,76.49,3.86,9.37,Surgery,12069,Yes,88.4,749,6.37,95005,67.5,Viral,OK,Medium,Low Risk,0,
Australia,2018,Polio,Parasitic,6.12,11.3,7.3,36,60,Female,210995,69.41,1.63,7.78,Vaccination,18416,No,84.49,4222,7.85,84688,55.67,Viral,OK,Medium,High Risk,0,
Germany,2024,Hepatitis,Chronic,2.6,5.05,1.12,61,60,Male,535278,71.02,4.28,2.56,Surgery,41309,Yes,95.65,4320,0.51,23311,67.6,Viral,OK,High,Low Risk,0,
Nigeria,2001,Hypertension,Infectious,19.45,5.5,1.59,36,60,Male,161287,89.39,4.57,5.46,Therapy,2749,No,80.56,1628,9.63,75193,61.83,Cardiovascular,OK,Low,Low Risk,0,
Australia,2002,Hepatitis,Metabolic,19.83,1.59,8.99,0,18,Other,395699,92.12,1.76,0.82,Surgery,15329,Yes,73.87,4104,2.64,7986,29.31,Viral,OK,Medium,High Risk,0,
India,2016,Hypertension,Genetic,10.18,8.98,0.96,61,60,Male,930354,90.86,0.8,5.38,Medication,35529,Yes,74.47,1939,8.2,67593,20.36,Cardiovascular,OK,High,Low Risk,0,
China,2004,Measles,Viral,15.05,3.06,8.39,0,18,Male,109498,56.77,2.77,1.03,Therapy,5047,Yes,98.01,4928,9.86,3486,89.48,Viral,OK,Low,High Risk,0,
South Africa,2003,Influenza,Viral,11.67,1.25,8.99,19,35,Male,15723,95.01,0.68,3.69,Medication,41617,No,60,4032,9.97,32909,58.38,Viral,OK,High,High Risk,0,
India,2011,Zika,Infectious,15.02,11.55,8.12,19,35,Other,373550,76.46,4.93,7.27,Therapy,39593,Yes,52.92,557,0.82,19740,58.1,Viral,OK,High,High Risk,0,
Indonesia,2012,Covid-19,Neurological,12.01,10.21,9.43,0,18,Other,834248,96.83,2.27,3.5,Therapy,34289,No,72.95,2210,8.96,926,67.75,Viral,OK,High,High Risk,0,
Saudi Arabia,2000,Hypertension,Cardiovascular,13.03,12.39,5.14,0,18,Female,944524,90.25,2.44,1.86,Therapy,28838,No,92.39,1146,1.91,31815,44.14,Cardiovascular,OK,High,High Risk,0,
Japan,2019,Zika,Chronic,13.41,13.2,9.71,61,60,Male,475185,55.4,0.51,4.59,Vaccination,21931,No,68.94,3532,9.65,59867,68.72,Viral,OK,Medium,High Risk,0,
Russia,2015,Alzheimer'S Disease,Bacterial,12,6.28,1.32,61,60,Other,654696,67.43,1.04,1.08,Medication,22260,No,67.06,757,7.15,89107,88.62,Neurological,OK,Medium,Low Risk,0,
Australia,2019,Influenza,Bacterial,8.82,8.25,8.69,0,18,Other,286029,76.3,4.89,7.46,Therapy,25445,Yes,59.92,1143,7.75,2535,32.96,Viral,OK,High,High Risk,0,
Australia,2010,Ebola,Metabolic,5.46,11.88,7.87,0,18,Other,17321,73.36,2.57,5.16,Therapy,38067,No,60.58,1748,7.65,84508,20.83,Viral,OK,High,High Risk,0,
Saudi Arabia,2010,Diabetes,Genetic,19.47,14.21,5.53,36,60,Male,901255,70.93,4.8,8.91,Therapy,38904,No,82.36,3554,9.26,82821,65.47,Metabolic,OK,High,High Risk,0,
Argentina,2007,Malaria,Bacterial,3.73,2.05,5.29,0,18,Male,256725,57.01,3.37,5.78,Medication,47887,No,60.05,3513,6.51,19235,46.23,Parasitic,OK,High,High Risk,0,
Brazil,2002,Rabies,Neurological,19.75,10.87,4.9,19,35,Female,824432,84.07,3.6,7.22,Vaccination,6190,No,69.14,3711,3.31,13062,77.16,Viral,OK,Low,Low Risk,0,
South Korea,2015,Dengue,Viral,10.13,14.24,7.27,61,60,Female,370763,81.74,0.68,9.95,Surgery,524,Yes,69.89,4245,4.58,7901,41.19,Viral,OK,Low,High Risk,0,
Nigeria,2015,Asthma,Cardiovascular,12.5,11.41,6.24,0,18,Female,368445,55.93,2.23,7.74,Medication,322,Yes,82.69,3759,1.1,65653,30.34,Respiratory,OK,Low,High Risk,0,
Uk,2012,Hepatitis,Bacterial,6.3,12.23,8.42,19,35,Female,733285,81.65,4.49,3.79,Surgery,1029,No,77.71,753,6.87,96115,78.05,Viral,OK,Low,High Risk,0,
Indonesia,2018,Covid-19,Viral,16.11,7.71,4.1,36,60,Other,719785,69.51,3,4.81,Therapy,4151,No,75.47,2388,7.7,85041,56.58,Viral,OK,Low,Low Risk,0,
Nigeria,2023,Parkinson'S Disease,Metabolic,1.95,9.93,1.62,19,35,Male,833203,74.99,3.25,9.31,Therapy,29876,No,61.77,3191,0.01,7414,64.01,Neurological,OK,High,Low Risk,0,
Uk,2021,Rabies,Infectious,12.08,10.09,1.14,19,35,Female,884234,94.15,0.95,5,Surgery,13217,No,80.27,35,5.78,16905,77.07,Viral,OK,Medium,Low Risk,0,
Brazil,2013,Tuberculosis,Cardiovascular,4.64,13.08,0.72,19,35,Female,152422,56.02,3.21,9.27,Surgery,23903,No,51.11,3433,4.69,83568,85.01, Bacterial,OK,Medium,Low Risk,0,
Saudi Arabia,2015,Asthma,Cardiovascular,1.42,6.82,9.23,61,60,Female,150471,68.67,4.32,1.21,Therapy,7726,Yes,94.91,814,8.1,77816,57.07,Respiratory,OK,Low,High Risk,0,
China,2002,Malaria,Metabolic,16.56,12.14,5.25,61,60,Female,883797,99.49,4.17,8.42,Therapy,18533,No,58,4788,6.86,90892,66.74,Parasitic,OK,Medium,High Risk,0,
Indonesia,2005,Zika,Neurological,4.31,11.47,2.45,0,18,Female,124615,54.63,0.9,4.35,Therapy,14553,No,59.93,850,9.31,21119,25.47,Viral,OK,Medium,Low Risk,0,
India,2013,Covid-19,Autoimmune,16.6,11.5,4.44,36,60,Other,498954,69.93,2.79,4.89,Vaccination,21654,Yes,89.74,3242,6.61,50363,76.19,Viral,OK,Medium,Low Risk,0,
Germany,2019,Covid-19,Chronic,4.17,5.31,6.46,36,60,Other,855790,88.37,2.33,9.24,Therapy,24630,No,80.8,713,6.72,16047,39.95,Viral,OK,Medium,High Risk,0,
Saudi Arabia,2005,Ebola,Metabolic,14.5,0.95,6.76,19,35,Female,151217,84.11,2.84,2.13,Surgery,21771,No,64.12,1188,4.96,44203,75.21,Viral,OK,Medium,High Risk,0,
Indonesia,2001,Hiv/Aids,Viral,4.29,4.38,1.11,19,35,Female,204117,93.35,2.61,4.59,Vaccination,25175,Yes,97.29,3342,0.89,66182,74.95,Viral,OK,High,Low Risk,0,
Indonesia,2010,Alzheimer'S Disease,Neurological,17.15,0.74,5.43,0,18,Male,688053,85.51,2.62,5.94,Therapy,30525,No,81.61,2874,4.16,25218,74.83,Neurological,OK,High,High Risk,0,
South Africa,2002,Diabetes,Infectious,6.07,3.29,8.67,0,18,Female,436000,77.85,2.84,9.18,Surgery,17520,Yes,52.62,4077,3.76,84806,80.13,Metabolic,OK,Medium,High Risk,0,
Brazil,2001,Cholera,Metabolic,3.52,13.88,1.8,61,60,Other,546170,57.17,3.08,9.7,Therapy,1792,Yes,78.22,1615,5.23,95190,65.42,Bacterial,OK,Low,Low Risk,0,
Argentina,2019,Tuberculosis,Viral,2.01,4.54,6,19,35,Other,943263,95.97,2.61,9.12,Therapy,38328,No,80.35,2196,3.41,59135,56.85, Bacterial,OK,High,High Risk,0,
South Africa,2003,Hiv/Aids,Infectious,16.2,9.21,7.98,0,18,Other,993467,68.11,4.83,4.43,Therapy,37478,Yes,97.33,852,9.14,5178,43.45,Viral,OK,High,High Risk,0,
Indonesia,2016,Parkinson'S Disease,Neurological,14.69,13.84,5.87,36,60,Female,29276,59.36,1.89,3.07,Vaccination,1774,Yes,87.9,3530,8.26,52312,51,Neurological,OK,Low,High Risk,0,
Nigeria,2015,Covid-19,Parasitic,10.5,2.13,4.33,61,60,Male,789758,85.24,3.02,4.22,Therapy,9271,Yes,54.51,4656,6.99,16414,40.41,Viral,OK,Low,Low Risk,0,
Uk,2024,Covid-19,Respiratory,15.79,5.3,2.95,19,35,Male,734582,77.02,4.95,0.69,Surgery,35605,No,67.23,3498,4.17,1071,76.52,Viral,OK,High,Low Risk,0,
South Africa,2010,Hiv/Aids,Bacterial,15.42,8.5,7.53,19,35,Other,756717,70.88,0.71,4.47,Surgery,39752,No,86.29,4778,8.91,57412,83.64,Viral,OK,High,High Risk,0,
Canada,2021,Zika,Bacterial,12.96,10.17,9.3,19,35,Male,823899,70.38,1.98,9.79,Therapy,2948,Yes,59.57,2853,0.4,98346,79.37,Viral,OK,Low,High Risk,0,
Argentina,2003,Hepatitis,Bacterial,2.05,4.47,7.45,36,60,Male,682308,93.84,2.22,9.18,Medication,9095,Yes,53.56,1628,9.14,59588,81.96,Viral,OK,Low,High Risk,0,
South Korea,2000,Dengue,Metabolic,4.73,14.28,7.64,36,60,Male,492393,97.59,3.88,2.58,Medication,47922,No,95.28,2128,6.03,78185,87.51,Viral,OK,High,High Risk,0,
Canada,2022,Covid-19,Neurological,16.8,5.43,5.38,0,18,Female,521105,76.08,4.54,4.94,Vaccination,7805,Yes,67.53,2956,2.4,2421,44.3,Viral,OK,Low,High Risk,0,
Argentina,2004,Parkinson'S Disease,Viral,17.4,7.78,0.38,36,60,Other,980911,71.58,1.54,6.73,Medication,46039,No,70.84,3782,1.72,93113,64.96,Neurological,OK,High,Low Risk,0,
Italy,2004,Hiv/Aids,Bacterial,6.96,8.41,7.01,36,60,Female,920507,78.06,2.61,1.83,Surgery,24390,No,71.38,1873,7.85,91576,53.72,Viral,OK,Medium,High Risk,0,
Usa,2020,Polio,Parasitic,18.4,0.35,9.74,61,60,Male,206560,75.96,2.25,6.4,Vaccination,47340,No,74.75,1897,0.82,58788,50.89,Viral,OK,High,High Risk,0,
Nigeria,2024,Cancer,Viral,16.21,2.77,2.93,36,60,Female,867980,57.94,2.65,9.33,Vaccination,14395,No,63.28,2797,7.61,99905,81.05,Chronic,OK,Medium,Low Risk,0,
Brazil,2002,Leprosy,Genetic,9.48,0.26,1.53,19,35,Male,484527,60.4,1.15,3.92,Vaccination,28295,No,80.3,1493,8.53,15459,32.6,Bacterial,OK,High,Low Risk,0,
Mexico,2007,Asthma,Viral,4.61,2.26,5.6,19,35,Male,37027,64.57,1.18,7.36,Therapy,32343,Yes,70.62,3631,6.87,55724,36.54,Respiratory,OK,High,High Risk,0,
Japan,2019,Dengue,Viral,19.36,10.62,9.03,36,60,Male,875202,65.13,4.61,2.04,Vaccination,49394,No,92.42,4931,8.51,7228,58.16,Viral,OK,High,High Risk,0,
Turkey,2004,Parkinson'S Disease,Infectious,5.53,7.08,1.71,0,18,Male,224423,88.59,1.97,7.86,Surgery,4875,Yes,91.81,4289,5.93,86834,21.72,Neurological,OK,Low,Low Risk,0,
Italy,2017,Measles,Cardiovascular,8.28,1.82,6.26,36,60,Female,223982,70.89,3.88,4.55,Therapy,48955,No,83.72,4311,2.59,45967,83.78,Viral,OK,High,High Risk,0,
Usa,2007,Asthma,Metabolic,13.19,6.81,9.09,0,18,Male,401363,55.38,3.08,7.17,Therapy,12044,Yes,88.87,4756,2.93,48600,27.97,Respiratory,OK,Medium,High Risk,0,
India,2018,Hypertension,Infectious,2.91,13.71,5.16,36,60,Male,624096,65.07,1.73,9.84,Therapy,36377,Yes,51.39,1852,5.1,50805,87.45,Cardiovascular,OK,High,High Risk,0,
France,2011,Cholera,Metabolic,19.11,1.04,6.45,36,60,Female,248223,92.98,0.69,1.01,Medication,31599,Yes,60.61,1698,2.73,14307,82.68,Bacterial,OK,High,High Risk,0,
China,2020,Ebola,Viral,2.62,11.51,2.98,19,35,Female,140732,88.23,2.37,4.1,Vaccination,27140,Yes,78.36,4350,5.74,16271,25.16,Viral,OK,High,Low Risk,0,
Australia,2010,Zika,Bacterial,15.22,4.81,1.37,61,60,Female,451151,88.87,2.4,3.04,Medication,11537,Yes,86.65,2718,0.51,82373,74.92,Viral,OK,Medium,Low Risk,0,
Saudi Arabia,2018,Cancer,Genetic,17.25,7.68,1.42,61,60,Other,648244,59.77,4.55,7.05,Therapy,43174,Yes,71.62,1526,7.94,76551,36.83,Chronic,OK,High,Low Risk,0,
South Korea,2001,Cholera,Genetic,17.05,1.12,1.04,0,18,Male,799148,96.49,2.16,6.62,Vaccination,19627,No,60.45,3206,3.42,13217,30.14,Bacterial,OK,Medium,Low Risk,0,
Uk,2008,Dengue,Parasitic,16.97,13.04,0.33,61,60,Female,404199,71.86,3.73,6.75,Therapy,22540,No,54.74,1202,4.01,82143,59.38,Viral,OK,Medium,Low Risk,0,
South Korea,2009,Parkinson'S Disease,Cardiovascular,5.53,14.64,9.98,19,35,Other,86098,91.6,3.17,9.08,Therapy,330,No,96.21,2978,0.52,23410,28.37,Neurological,OK,Low,High Risk,0,
South Korea,2007,Influenza,Viral,18.35,9.19,5.51,19,35,Male,837740,92.39,3.59,3.3,Medication,5256,No,54.17,3356,1.24,71910,46.24,Viral,OK,Low,High Risk,0,
Turkey,2000,Alzheimer'S Disease,Bacterial,15.58,10.79,9.07,36,60,Other,763680,56.88,4.58,9.23,Therapy,26871,No,84.96,2363,7.8,86863,61.14,Neurological,OK,High,High Risk,0,
Canada,2004,Dengue,Bacterial,11.41,11.83,2.36,36,60,Other,441598,89.59,3.23,1.15,Therapy,11184,No,58.75,4650,3.43,48688,41.29,Viral,OK,Medium,Low Risk,0,
Canada,2019,Dengue,Cardiovascular,8.62,7.46,2.31,61,60,Other,145837,65.51,2.43,0.71,Surgery,39647,Yes,60.5,919,7.95,39674,29.66,Viral,OK,High,Low Risk,0,
Turkey,2011,Alzheimer'S Disease,Bacterial,1.6,10.64,9.54,61,60,Other,580386,68.71,1.99,7.53,Surgery,41903,Yes,57.88,2925,5,70326,87.27,Neurological,OK,High,High Risk,0,
India,2022,Leprosy,Respiratory,9.66,5.31,9.58,61,60,Male,406253,73.04,0.65,8.38,Vaccination,32393,No,62.07,3035,9.72,22547,72.47,Bacterial,OK,High,High Risk,0,
Indonesia,2006,Rabies,Autoimmune,5.57,9.56,9.86,36,60,Female,563957,88.32,2.19,1.12,Vaccination,38438,No,59.72,2962,0.41,3868,29.91,Viral,OK,High,High Risk,0,
Australia,2013,Leprosy,Cardiovascular,10.36,3.66,9.95,0,18,Male,722048,94.23,3.23,8.14,Vaccination,13441,Yes,79.19,727,3.91,2760,53.3,Bacterial,OK,Medium,High Risk,0,
South Africa,2023,Zika,Cardiovascular,1.52,8.17,7.03,61,60,Female,582088,94.39,1.04,4.3,Vaccination,31481,No,57.19,4373,6.06,83659,71.72,Viral,OK,High,High Risk,0,
Mexico,2016,Hepatitis,Respiratory,5.19,13.83,5.67,36,60,Male,301969,53.03,3,2.01,Surgery,39372,Yes,77.88,973,3.67,96168,75.37,Viral,OK,High,High Risk,0,
Italy,2006,Tuberculosis,Viral,19.45,2.32,5.12,61,60,Other,484776,70.64,2.02,9.99,Medication,21961,Yes,75.57,1524,1.1,20462,59.8, Bacterial,OK,Medium,High Risk,0,
Usa,2007,Covid-19,Autoimmune,0.71,8.43,8.33,36,60,Female,361093,94.36,4.06,9.99,Surgery,38614,Yes,97.64,49,5.42,75876,89.7,Viral,OK,High,High Risk,0,
Usa,2010,Measles,Respiratory,11.75,1.11,4.72,36,60,Other,376415,95.86,0.91,5.05,Therapy,28700,Yes,91.99,1621,9,34795,33.16,Viral,OK,High,Low Risk,0,
Saudi Arabia,2008,Cholera,Parasitic,19.73,5.72,1.67,61,60,Female,59175,62,1.28,8.71,Therapy,6862,Yes,74.59,210,2.04,57366,59.72,Bacterial,OK,Low,Low Risk,0,
China,2011,Covid-19,Neurological,12.83,9.95,7.04,19,35,Other,827604,56.31,4.7,3.87,Surgery,42511,No,89.74,890,9.06,75179,82.58,Viral,OK,High,High Risk,0,
Canada,2014,Influenza,Chronic,10.42,3.62,5.96,36,60,Other,659144,89.82,1.38,8.14,Vaccination,38262,No,97.61,1752,2.87,98054,73.6,Viral,OK,High,High Risk,0,
Usa,2021,Ebola,Bacterial,0.42,1.58,7.45,36,60,Other,511296,84.07,2.07,6.42,Therapy,7716,No,95.79,4669,0.29,42880,73.91,Viral,OK,Low,High Risk,0,
Russia,2009,Dengue,Genetic,3.82,5.91,6.13,36,60,Female,991599,93.08,0.62,8.2,Therapy,21106,No,56.65,1023,9.05,97493,76.31,Viral,OK,Medium,High Risk,0,
Russia,2011,Dengue,Neurological,1.33,1.18,0.52,36,60,Male,241942,93.66,3.25,7.51,Medication,44683,No,74.1,3066,1.82,11156,71.14,Viral,OK,High,Low Risk,0,
Italy,2021,Alzheimer'S Disease,Bacterial,15.42,13.7,6.65,0,18,Other,322062,87.91,4.63,5.53,Vaccination,2323,No,96.96,974,0.98,19666,80.55,Neurological,OK,Low,High Risk,0,
Germany,2007,Tuberculosis,Infectious,18.68,4.82,2.46,19,35,Male,882446,87.79,2.19,7.8,Therapy,19849,No,54.24,3762,2.3,40785,47.34, Bacterial,OK,Medium,Low Risk,0,
Brazil,2007,Hypertension,Parasitic,10.46,14.96,1.87,19,35,Female,252914,72.92,4.98,5.34,Vaccination,48724,No,65.24,3945,3.82,37833,30.68,Cardiovascular,OK,High,Low Risk,0,
Nigeria,2004,Rabies,Respiratory,4.86,2.72,9.34,36,60,Other,507614,50.51,1.42,2.1,Medication,15563,No,52.76,4505,4.99,44130,61.05,Viral,OK,Medium,High Risk,0,
Indonesia,2024,Parkinson'S Disease,Bacterial,3.25,11.43,5.69,36,60,Female,938134,62.27,2.21,7.15,Surgery,11287,No,79.92,1666,6.19,19390,57.63,Neurological,OK,Medium,High Risk,0,
Russia,2012,Cancer,Viral,11.46,13.96,0.32,61,60,Male,3062,98.41,1.15,2.29,Therapy,1713,Yes,69.84,4045,3.51,88910,60.81,Chronic,OK,Low,Low Risk,0,
South Korea,2011,Cancer,Respiratory,11.26,8.88,3.97,0,18,Male,634981,91.16,2.57,3.2,Therapy,8014,No,58.44,4669,3.76,90693,78.26,Chronic,OK,Low,Low Risk,0,
Mexico,2009,Hepatitis,Genetic,14.24,0.87,0.4,61,60,Female,994017,54.9,3.44,1.35,Therapy,25682,No,54.34,988,3.11,22745,71.14,Viral,OK,High,Low Risk,0,
South Africa,2001,Diabetes,Chronic,14.3,13.71,2.03,19,35,Male,699578,69.12,1.8,1.77,Therapy,1601,No,78.96,2571,5.27,90761,59.06,Metabolic,OK,Low,Low Risk,0,
Argentina,2004,Hypertension,Neurological,2.47,11.18,1.36,36,60,Female,47600,64.69,2.95,3.24,Therapy,29676,No,50.11,2780,6.08,52760,34.47,Cardiovascular,OK,High,Low Risk,0,
South Africa,2003,Parkinson'S Disease,Parasitic,10.76,3.83,2.15,19,35,Female,395804,93.2,2,9.69,Vaccination,17781,Yes,97.23,1772,3.97,59041,80.72,Neurological,OK,Medium,Low Risk,0,
